Width,Height,Icing Thickness,Flavour,Wedding,Fancy,Price
9,8,9,chocolate,No,Somewhat,32.46
7,8,11,chocolate,No,No,7.25
8,6,10,chocolate,No,Somewhat,17.79
8,7,11,lemon,No,Somewhat,13.35
10,13,8,chocolate,Yes,Somewhat,43.15
11,4,5,lemon,No,Somewhat,28.45
9,8,8,strawberry,No,No,22.63
11,4,6,strawberry,No,Somewhat,21.51
9,8,5,vanilla,No,No,31.95
9,7,10,chocolate,No,Somewhat,18.78
12,7,9,lemon,No,Somewhat,59.51
7,8,6,vanilla,No,Somewhat,21.28
7,7,4,chocolate,No,Somewhat,21.44
8,11,8,vanilla,Yes,No,15.8
6,11,11,vanilla,Yes,Very,10.84
8,9,8,chocolate,No,Somewhat,36.03
13,8,6,strawberry,No,No,43.2
10,7,8,chocolate,No,Somewhat,28.32
9,7,8,chocolate,No,Somewhat,32.72
14,10,7,chocolate,No,No,88.29
10,5,10,chocolate,No,Somewhat,15.18
9,10,5,chocolate,No,No,36.58
7,7,5,lemon,No,Somewhat,32.29
10,10,5,vanilla,No,Somewhat,78.65
10,8,7,chocolate,No,Somewhat,43.9
9,13,6,chocolate,Yes,Somewhat,62.33
9,7,9,vanilla,No,Very,15.99
10,8,8,vanilla,No,Somewhat,34.86
8,5,8,strawberry,No,Somewhat,20.08
6,9,9,vanilla,No,No,9.27
11,9,9,strawberry,No,No,27.62
13,10,6,chocolate,No,Somewhat,135.84
11,7,10,lemon,No,Somewhat,36.68
9,8,6,lemon,No,Somewhat,49.59
9,8,8,chocolate,No,Somewhat,27.26
12,7,6,chocolate,No,Somewhat,73.22
9,6,10,chocolate,No,No,17.24
6,7,9,vanilla,No,No,7.94
13,6,9,chocolate,No,Somewhat,35.49
11,7,12,chocolate,No,Somewhat,26.94
14,8,9,strawberry,No,Very,43.62
8,11,8,chocolate,Yes,Somewhat,21.26
6,5,4,vanilla,No,Somewhat,11.2
5,7,9,vanilla,No,Very,5.81
5,5,9,chocolate,No,No,4.55
6,8,11,vanilla,No,No,7.32
13,8,8,vanilla,No,No,58.15
14,9,10,lemon,No,Somewhat,101.84
11,8,7,chocolate,No,No,44.06
12,8,8,vanilla,No,No,41.65
7,7,7,chocolate,No,Somewhat,17.3
7,6,7,chocolate,No,Somewhat,14.8
9,10,8,vanilla,Yes,Somewhat,27.76
10,13,11,lemon,Yes,Somewhat,43.87
8,10,8,chocolate,No,Somewhat,31.95
9,10,10,chocolate,No,Somewhat,22.11
8,8,8,vanilla,No,Somewhat,21.86
10,8,9,vanilla,No,No,30.88
6,12,11,vanilla,Yes,Somewhat,7.78
4,6,10,vanilla,No,Somewhat,4.71
11,7,8,chocolate,No,Somewhat,46.93
8,9,6,chocolate,No,Very,25.7
11,6,8,vanilla,No,No,37.35
5,8,8,vanilla,No,Somewhat,6.69
11,10,7,chocolate,No,Somewhat,104.8
11,7,10,strawberry,No,No,27.25
10,14,6,strawberry,Yes,No,18.25
9,6,6,vanilla,No,No,33.39
8,4,12,chocolate,No,Somewhat,6.76
7,6,4,strawberry,No,Somewhat,18.62
9,6,7,vanilla,No,Very,21.51
6,6,9,lemon,No,Somewhat,14.85
7,7,10,vanilla,No,Somewhat,10.2
4,5,12,chocolate,No,No,1.58
7,9,7,chocolate,No,Very,29.8
7,11,8,marzipan,Yes,Somewhat,25.27
9,7,6,chocolate,No,Very,31.16
7,7,5,chocolate,No,Somewhat,19.72
10,5,6,chocolate,No,No,24.1
8,5,7,lemon,No,Somewhat,26.95
5,12,10,chocolate,Yes,No,3.87
11,5,10,strawberry,No,No,14.59
11,5,7,vanilla,No,Somewhat,34.87
5,7,9,vanilla,No,No,4.1
5,8,7,vanilla,Yes,Somewhat,4.71
6,8,8,vanilla,No,Somewhat,12.79
12,7,5,vanilla,No,Somewhat,45.09
5,6,6,lemon,No,No,9.9
14,10,8,chocolate,No,No,98.58
6,5,10,chocolate,No,Very,6.88
11,6,6,vanilla,No,No,31.59
12,6,10,vanilla,No,No,28.68
6,7,10,chocolate,No,No,12.7
13,11,10,lemon,Yes,Somewhat,46.89
8,5,7,strawberry,No,Somewhat,24.26
14,10,4,vanilla,No,Very,87.18
12,6,8,lemon,No,No,40.99
7,6,6,strawberry,No,No,16.86
5,7,7,vanilla,No,No,4.75
8,7,9,strawberry,No,No,14.72
6,6,8,vanilla,No,Somewhat,8.29
8,12,4,vanilla,Yes,No,8.18
10,12,9,lemon,Yes,No,18.71
9,4,9,lemon,No,Somewhat,12.47
11,7,7,chocolate,No,No,58.97
8,9,6,strawberry,No,Somewhat,46.16
10,9,5,chocolate,No,Somewhat,36.86
7,5,8,vanilla,No,No,10.69
7,7,10,vanilla,No,Very,11.68
11,5,12,coffee,No,Somewhat,17.37
8,6,4,vanilla,No,No,18.96
14,9,8,marzipan,No,Very,50.89
6,7,7,strawberry,No,No,11.53
9,7,9,strawberry,No,No,25.96
6,7,9,vanilla,No,No,5.91
4,9,11,chocolate,Yes,Somewhat,4.14
4,4,10,strawberry,No,Somewhat,2.49
8,7,9,marzipan,No,Somewhat,20.16
10,4,9,lemon,No,Somewhat,20.26
6,9,5,chocolate,No,No,10.4
12,8,8,chocolate,No,No,44.2
9,9,6,strawberry,No,Somewhat,40.26
14,7,6,vanilla,No,Somewhat,55.24
12,6,5,chocolate,No,Somewhat,42.27
10,8,5,vanilla,No,Somewhat,43.63
13,8,7,strawberry,No,Somewhat,66.97
4,6,10,vanilla,No,Somewhat,3.14
10,11,9,chocolate,Yes,Somewhat,39.98
9,5,9,chocolate,No,No,14.35
6,4,11,lemon,No,Somewhat,6.48
10,7,9,chocolate,No,Somewhat,29.78
11,7,9,vanilla,No,No,29.4
9,7,11,lemon,No,Somewhat,26.21
11,8,10,vanilla,No,Somewhat,44.4
10,4,8,chocolate,No,No,17.41
10,7,6,chocolate,No,No,28.24
11,10,8,lemon,Yes,Somewhat,47.23
8,5,8,strawberry,No,Somewhat,19.71
11,9,6,strawberry,No,Somewhat,51.89
9,8,5,lemon,No,Very,29.16
9,7,7,vanilla,No,No,18.69
8,4,4,chocolate,No,Somewhat,10.93
9,8,6,marzipan,No,Somewhat,42.64
4,5,7,vanilla,No,No,2.71
12,7,8,strawberry,No,No,35.52
6,5,6,lemon,No,Somewhat,16.21
7,4,6,chocolate,No,Somewhat,14.32
10,6,9,lemon,No,Somewhat,35.63
13,7,7,chocolate,No,Somewhat,69.8
12,6,7,vanilla,No,Very,34.29
6,7,8,marzipan,No,No,11.07
12,10,10,lemon,No,Somewhat,52.38
12,5,6,chocolate,No,Somewhat,39.27
14,7,6,chocolate,No,Somewhat,104.8
14,9,8,vanilla,No,No,88.65
5,11,7,vanilla,Yes,Somewhat,12.13
5,7,12,lemon,No,No,4.0
8,7,6,coffee,No,Somewhat,41.95
5,7,11,vanilla,No,Very,2.62
13,10,7,lemon,No,Somewhat,134.48
7,9,6,chocolate,No,Very,29.82
7,11,10,vanilla,Yes,Somewhat,13.65
9,11,10,chocolate,Yes,No,16.44
4,5,11,chocolate,No,No,2.88
6,5,8,strawberry,No,No,7.87
11,6,11,chocolate,No,Somewhat,21.96
4,6,9,vanilla,No,Somewhat,2.66
7,10,8,lemon,No,No,15.52
7,8,7,vanilla,No,No,22.96
8,7,5,chocolate,No,No,24.14
10,8,12,marzipan,No,Somewhat,17.45
8,4,6,vanilla,No,Somewhat,10.48
6,7,8,chocolate,No,Very,14.69
9,8,9,chocolate,No,Somewhat,39.92
9,8,7,chocolate,No,Somewhat,31.93
10,5,8,chocolate,No,Somewhat,17.71
12,7,7,chocolate,No,No,41.39
6,8,9,strawberry,No,No,8.93
9,14,10,strawberry,Yes,Somewhat,34.19
4,6,11,chocolate,No,No,3.35
10,7,10,chocolate,No,Very,29.11
7,9,9,lemon,No,Somewhat,28.03
9,5,6,marzipan,No,Somewhat,28.56
7,9,12,strawberry,No,No,12.46
7,6,11,chocolate,No,Very,8.94
13,9,8,lemon,No,Somewhat,93.51
8,7,4,marzipan,No,Somewhat,17.32
6,7,7,marzipan,No,Somewhat,9.72
10,5,11,vanilla,No,No,15.81
8,10,6,vanilla,No,Somewhat,35.17
11,9,12,chocolate,No,Somewhat,36.39
5,5,8,chocolate,No,No,6.05
8,9,9,chocolate,No,No,25.62
5,5,8,vanilla,No,Very,6.96
13,7,7,chocolate,No,Somewhat,86.33
14,7,8,chocolate,No,Somewhat,84.21
6,10,9,strawberry,Yes,Somewhat,10.29
8,11,7,chocolate,Yes,Very,43.25
10,7,10,chocolate,No,Very,25.24
10,11,11,strawberry,Yes,No,15.36
9,8,9,vanilla,No,No,29.57
8,4,8,vanilla,No,No,11.44
7,7,7,vanilla,No,Somewhat,12.49
12,9,11,vanilla,No,No,40.73
4,4,5,vanilla,No,Somewhat,3.32
13,10,9,chocolate,No,No,78.22
13,8,9,chocolate,No,Very,52.55
7,13,12,vanilla,Yes,No,3.85
8,7,7,vanilla,No,Somewhat,21.77
8,9,4,chocolate,No,Somewhat,44.16
7,6,10,chocolate,No,No,12.23
8,5,5,vanilla,No,No,11.2
5,6,7,lemon,No,Somewhat,10.44
11,10,11,lemon,No,No,39.65
7,7,5,lemon,No,No,14.8
9,7,7,chocolate,No,Somewhat,26.14
6,8,10,strawberry,No,Somewhat,6.82
13,10,6,marzipan,No,No,75.92
6,7,9,chocolate,No,No,11.46
11,7,9,chocolate,No,Somewhat,40.01
9,7,7,chocolate,No,Somewhat,25.06
12,9,8,chocolate,No,Somewhat,100.22
11,8,9,vanilla,No,Somewhat,40.49
10,8,6,lemon,No,No,43.72
5,4,6,marzipan,No,Somewhat,6.72
10,7,9,chocolate,No,Somewhat,24.26
12,11,9,vanilla,Yes,Somewhat,50.15
11,10,10,vanilla,No,Very,48.07
5,5,8,vanilla,No,No,5.62
8,8,8,vanilla,No,No,16.48
7,12,10,strawberry,Yes,No,7.56
10,8,7,chocolate,No,Somewhat,43.58
8,9,8,lemon,No,Very,41.42
11,5,10,strawberry,No,Very,17.45
7,13,4,vanilla,Yes,No,13.66
11,11,12,marzipan,Yes,Somewhat,18.08
13,9,7,strawberry,No,No,81.49
8,4,7,lemon,No,No,10.85
8,10,10,chocolate,Yes,Very,18.76
12,5,5,chocolate,No,Very,34.99
11,9,10,vanilla,No,Very,32.82
11,7,9,vanilla,No,Somewhat,46.59
6,8,7,chocolate,No,Somewhat,17.18
6,5,4,vanilla,No,No,8.98
7,7,7,strawberry,No,No,15.84
9,8,5,vanilla,No,Very,25.66
6,6,7,vanilla,No,Somewhat,15.48
11,8,4,chocolate,No,Somewhat,49.39
6,5,4,lemon,No,Somewhat,8.54
10,9,4,vanilla,No,Somewhat,47.36
8,7,8,vanilla,No,No,11.62
10,5,9,chocolate,No,Somewhat,16.32
10,10,6,vanilla,Yes,No,26.71
8,8,7,chocolate,No,Somewhat,27.7
10,14,7,strawberry,Yes,No,44.78
7,5,9,lemon,No,Somewhat,13.69
8,9,7,strawberry,No,Somewhat,25.92
12,8,4,lemon,No,Somewhat,77.62
5,4,6,chocolate,No,Somewhat,7.22
9,10,9,chocolate,No,Somewhat,34.02
13,8,7,lemon,No,Somewhat,126.92
6,8,5,chocolate,No,Somewhat,17.51
10,9,6,lemon,Yes,Somewhat,43.82
7,10,4,chocolate,No,No,15.46
10,6,7,chocolate,No,No,37.84
5,11,11,vanilla,Yes,Somewhat,5.48
5,6,9,marzipan,No,No,3.89
14,8,7,chocolate,No,No,84.78
12,5,7,chocolate,No,No,26.42
9,8,7,chocolate,No,No,31.78
6,6,6,chocolate,No,No,15.34
11,9,6,vanilla,Yes,No,9.71
11,6,4,chocolate,No,Somewhat,31.1
9,7,9,chocolate,No,No,23.77
10,8,8,vanilla,No,Somewhat,32.16
10,9,6,chocolate,No,No,49.78
11,10,8,vanilla,No,No,39.3
9,6,6,vanilla,No,No,34.09
8,11,4,vanilla,Yes,No,10.68
12,8,11,strawberry,No,Very,31.27
9,9,6,chocolate,Yes,Somewhat,22.57
5,5,9,lemon,No,Somewhat,7.33
14,9,7,chocolate,No,Very,94.82
11,9,4,vanilla,No,Somewhat,41.51
8,10,4,chocolate,No,Somewhat,34.78
10,9,8,vanilla,No,Somewhat,35.56
5,5,7,vanilla,No,No,8.0
9,5,8,vanilla,No,Somewhat,25.28
13,9,7,chocolate,No,Somewhat,81.76
9,7,9,chocolate,No,Very,25.49
6,8,10,lemon,No,No,8.58
8,5,8,chocolate,No,No,22.04
9,6,8,chocolate,No,Somewhat,19.4
7,9,4,lemon,Yes,Very,26.72
14,7,10,lemon,No,Very,53.08
10,8,5,chocolate,No,Very,43.52
6,5,5,strawberry,No,Somewhat,11.92
11,10,5,vanilla,Yes,No,17.93
9,11,8,lemon,Yes,Somewhat,29.78
8,8,6,chocolate,No,No,18.11
10,5,7,lemon,No,Somewhat,34.89
4,4,6,lemon,No,Very,3.12
11,6,5,lemon,No,No,26.5
7,9,10,strawberry,No,Somewhat,16.24
14,10,10,chocolate,No,Somewhat,52.54
12,12,9,chocolate,Yes,No,19.44
6,5,11,vanilla,No,No,6.97
10,9,12,chocolate,No,No,22.43
6,4,9,chocolate,No,Somewhat,4.8
9,7,6,vanilla,No,Somewhat,28.45
7,10,8,vanilla,Yes,Somewhat,13.09
13,7,7,strawberry,No,No,63.07
6,6,4,vanilla,No,No,7.67
10,11,8,vanilla,Yes,Somewhat,35.58
8,4,6,chocolate,No,Very,17.36
11,7,8,strawberry,No,Somewhat,36.42
8,9,12,chocolate,No,Somewhat,17.83
9,7,10,chocolate,No,Somewhat,25.64
10,9,7,vanilla,No,Somewhat,43.74
4,4,9,strawberry,No,No,2.03
9,7,7,strawberry,No,No,16.7
9,8,7,vanilla,No,Somewhat,31.83
7,7,9,chocolate,No,No,13.01
9,7,7,chocolate,No,Somewhat,25.6
12,5,5,vanilla,No,Somewhat,57.1
6,10,7,vanilla,Yes,Somewhat,9.85
5,4,10,chocolate,No,Somewhat,5.47
8,4,8,chocolate,No,Very,15.89
10,7,10,chocolate,No,Somewhat,40.32
6,6,6,lemon,No,Somewhat,16.72
10,9,11,lemon,No,No,17.98
9,7,7,vanilla,No,Somewhat,28.17
11,8,9,vanilla,Yes,No,15.66
14,9,6,vanilla,No,No,78.66
12,9,9,strawberry,No,No,57.37
10,10,8,vanilla,No,Somewhat,50.9
11,7,4,vanilla,No,Very,52.98
10,10,6,vanilla,No,Somewhat,49.85
5,7,10,chocolate,No,Somewhat,7.27
9,7,7,chocolate,No,Somewhat,40.9
10,8,7,chocolate,No,Somewhat,52.94
9,6,10,strawberry,No,Somewhat,25.87
11,6,9,vanilla,No,Somewhat,33.13
8,7,11,chocolate,No,Somewhat,11.3
5,4,9,vanilla,No,Somewhat,5.77
12,8,7,raspberry,No,Very,58.01
7,5,6,vanilla,No,Very,16.17
5,5,11,vanilla,No,Somewhat,4.86
11,7,7,chocolate,No,Somewhat,42.27
6,6,10,strawberry,No,Somewhat,10.67
9,6,6,lemon,No,Somewhat,34.37
8,7,9,chocolate,No,No,11.14
11,13,9,vanilla,Yes,Somewhat,60.98
13,9,9,lemon,No,Very,55.69
8,8,11,chocolate,No,Somewhat,24.72
6,9,9,strawberry,No,Very,9.99
11,8,7,vanilla,No,Somewhat,69.91
9,6,4,strawberry,No,Very,15.62
13,12,9,strawberry,Yes,No,20.91
10,8,9,vanilla,No,Somewhat,40.62
8,6,10,vanilla,No,No,9.24
7,10,9,strawberry,No,No,15.28
10,8,5,chocolate,No,Somewhat,68.77
10,6,11,chocolate,No,No,14.52
7,7,7,chocolate,No,No,15.21
10,11,8,strawberry,Yes,No,13.44
7,4,7,vanilla,No,Very,9.9
7,7,10,marzipan,No,No,10.26
6,5,8,lemon,No,Somewhat,14.13
7,9,10,chocolate,No,Somewhat,13.08
11,9,9,vanilla,No,Somewhat,37.94
5,8,9,chocolate,No,Somewhat,8.48
12,6,11,marzipan,No,No,26.01
10,9,6,strawberry,No,Somewhat,57.9
13,8,10,chocolate,No,No,36.58
10,5,5,lemon,No,Somewhat,26.35
9,10,9,chocolate,No,Somewhat,28.8
7,6,7,strawberry,No,No,19.47
12,7,5,vanilla,No,No,50.29
14,7,9,chocolate,No,Somewhat,43.03
13,8,9,vanilla,No,Somewhat,56.87
12,8,10,strawberry,No,Somewhat,47.8
8,9,4,vanilla,No,Somewhat,28.83
11,8,5,chocolate,No,No,39.49
11,8,6,vanilla,No,No,51.79
6,6,10,chocolate,No,No,4.64
10,5,9,strawberry,No,No,23.01
7,7,11,vanilla,No,Somewhat,7.74
7,9,7,lemon,No,Somewhat,38.28
9,6,7,chocolate,No,Somewhat,38.49
7,7,8,vanilla,No,Very,20.88
12,6,9,vanilla,No,No,24.14
5,8,11,chocolate,No,Somewhat,5.32
5,6,6,vanilla,No,No,5.56
12,6,10,strawberry,No,Somewhat,24.57
6,8,11,chocolate,No,No,5.38
8,10,7,strawberry,No,Somewhat,42.18
7,9,8,vanilla,No,No,17.84
10,11,8,vanilla,Yes,Somewhat,35.43
10,6,9,chocolate,No,Somewhat,22.68
6,5,5,chocolate,No,Very,7.39
6,5,10,chocolate,No,Somewhat,5.46
9,4,4,strawberry,No,Somewhat,13.64
12,7,10,marzipan,No,Somewhat,36.11
10,5,11,strawberry,No,Very,11.18
9,6,9,chocolate,No,No,21.17
9,8,5,lemon,No,Somewhat,38.02
12,6,9,lemon,No,No,26.86
12,11,12,chocolate,Yes,Very,39.16
8,9,6,vanilla,No,Somewhat,36.67
11,5,12,vanilla,No,Somewhat,13.64
9,9,8,chocolate,No,No,36.49
10,8,10,vanilla,No,No,24.15
9,5,7,vanilla,No,No,16.48
9,9,8,chocolate,No,Somewhat,47.55
5,5,9,marzipan,No,No,3.53
11,9,9,lemon,No,No,30.55
11,5,4,vanilla,No,Very,26.65
11,7,9,lemon,No,No,50.22
6,6,9,chocolate,No,Somewhat,8.78
8,7,7,vanilla,No,Somewhat,33.55
8,8,5,vanilla,No,Somewhat,23.08
9,12,7,strawberry,Yes,Very,58.81
9,4,12,lemon,No,Somewhat,9.59
9,9,7,chocolate,No,Somewhat,32.49
7,9,10,chocolate,No,No,21.21
8,6,11,chocolate,No,No,14.22
14,9,9,vanilla,No,Somewhat,74.3
11,5,7,chocolate,No,Somewhat,38.3
10,6,11,chocolate,No,Somewhat,15.02
11,9,9,vanilla,No,Somewhat,55.69
11,5,12,strawberry,No,Somewhat,11.44
13,7,9,vanilla,No,Somewhat,33.1
8,8,12,vanilla,No,Somewhat,12.7
12,12,10,vanilla,Yes,Somewhat,38.67
7,7,11,chocolate,No,Very,10.58
13,7,8,chocolate,No,Somewhat,59.47
10,11,8,chocolate,Yes,Somewhat,35.73
7,10,10,chocolate,Yes,Somewhat,14.45
6,7,11,lemon,No,Somewhat,10.33
10,10,9,chocolate,No,No,34.62
10,10,11,chocolate,Yes,Somewhat,25.41
9,7,12,lemon,No,Somewhat,13.82
8,5,9,chocolate,No,Somewhat,13.02
10,5,8,chocolate,No,Somewhat,28.34
6,6,6,chocolate,No,Somewhat,12.9
5,6,9,strawberry,No,Very,4.13
10,8,11,vanilla,No,Somewhat,26.27
7,7,10,vanilla,No,Somewhat,16.08
9,4,5,chocolate,No,Very,12.88
4,4,9,strawberry,No,Somewhat,2.51
7,8,7,lemon,No,Somewhat,28.37
10,7,11,vanilla,No,Somewhat,19.12
13,7,6,vanilla,No,Somewhat,53.37
8,7,9,chocolate,No,No,13.92
10,12,8,vanilla,Yes,No,35.73
9,9,12,lemon,No,Somewhat,14.58
13,6,9,marzipan,No,Somewhat,33.87
10,6,7,lemon,No,No,21.85
13,7,6,lemon,No,No,57.55
11,6,5,chocolate,No,Somewhat,40.01
7,5,4,strawberry,No,Very,15.15
8,6,9,vanilla,No,Somewhat,21.45
8,7,8,lemon,No,Somewhat,19.45
7,5,11,chocolate,No,Somewhat,9.72
7,6,8,marzipan,No,Somewhat,14.35
8,10,7,vanilla,No,Somewhat,26.53
11,5,7,lemon,No,Somewhat,27.68
10,9,10,vanilla,No,No,17.24
6,12,7,lemon,Yes,No,6.53
7,6,5,lemon,No,Somewhat,21.69
5,5,11,strawberry,No,No,2.05
8,7,10,vanilla,No,Very,16.44
4,10,6,chocolate,Yes,No,1.82
7,6,4,strawberry,No,Somewhat,10.69
11,8,10,chocolate,No,Somewhat,31.27
13,6,9,chocolate,No,Somewhat,42.38
11,12,7,strawberry,Yes,Somewhat,86.96
7,8,6,lemon,No,Somewhat,41.29
8,7,6,strawberry,No,Somewhat,25.41
13,8,12,lemon,No,No,35.02
8,8,5,strawberry,No,No,30.53
13,10,6,vanilla,No,Very,53.79
8,6,9,chocolate,No,Somewhat,21.73
13,8,5,chocolate,No,No,44.39
10,6,10,vanilla,No,Somewhat,26.22
5,5,9,chocolate,No,Somewhat,7.45
7,6,12,chocolate,No,Somewhat,6.57
11,6,5,marzipan,No,Somewhat,46.4
7,8,7,strawberry,No,No,16.55
10,9,9,strawberry,No,No,41.07
6,6,8,vanilla,No,No,5.32
9,7,9,strawberry,No,No,21.02
10,8,7,marzipan,No,No,38.83
7,4,11,vanilla,No,No,3.49
10,6,5,chocolate,No,No,38.49
9,5,8,chocolate,No,Somewhat,18.26
10,10,8,lemon,Yes,Very,57.7
12,8,6,chocolate,No,No,46.0
10,9,10,strawberry,No,No,27.03
7,8,7,chocolate,No,No,28.95
7,12,9,vanilla,Yes,Somewhat,15.41
9,6,8,vanilla,No,Somewhat,23.38
5,7,6,strawberry,No,No,11.68
12,8,5,vanilla,No,Somewhat,40.86
9,11,10,chocolate,Yes,No,8.16
11,8,9,strawberry,No,Somewhat,36.44
8,8,6,vanilla,No,Somewhat,35.56
6,8,9,vanilla,No,Somewhat,9.94
7,6,8,chocolate,No,No,8.12
13,10,10,vanilla,Yes,Somewhat,37.88
10,6,8,lemon,No,No,23.0
8,5,10,chocolate,No,Somewhat,16.58
8,7,12,vanilla,No,No,8.86
14,14,6,chocolate,Yes,Somewhat,158.16
7,6,10,chocolate,No,Somewhat,11.96
13,8,6,vanilla,No,No,59.53
7,10,10,chocolate,Yes,No,8.24
11,7,5,vanilla,No,Somewhat,46.12
11,5,6,chocolate,No,Somewhat,36.24
12,5,7,vanilla,No,No,40.54
9,7,5,chocolate,No,Very,39.43
13,8,9,vanilla,No,Somewhat,59.23
6,6,7,strawberry,No,No,9.32
10,5,11,chocolate,No,Somewhat,23.71
6,8,5,strawberry,No,No,15.93
11,8,7,lemon,No,No,34.85
10,9,7,chocolate,No,Very,68.95
10,10,5,vanilla,No,No,58.92
13,9,10,vanilla,No,No,39.84
7,9,6,vanilla,No,Somewhat,31.18
12,6,7,vanilla,No,Somewhat,46.6
9,4,9,chocolate,No,Very,12.63
9,6,10,chocolate,No,Somewhat,27.65
9,6,12,vanilla,No,Somewhat,10.26
11,9,4,vanilla,No,No,47.56
8,7,9,vanilla,No,No,14.55
12,13,7,vanilla,Yes,No,42.12
6,6,9,lemon,No,No,8.95
5,5,9,vanilla,No,Very,4.9
7,10,9,vanilla,No,No,18.75
12,9,5,vanilla,No,Somewhat,55.99
12,6,7,marzipan,No,No,28.38
9,8,11,chocolate,No,Somewhat,23.18
7,7,7,chocolate,No,Somewhat,18.36
6,6,9,chocolate,No,No,7.98
13,7,8,vanilla,No,Somewhat,66.98
5,7,10,vanilla,No,No,7.67
12,9,7,vanilla,No,No,46.48
9,7,8,chocolate,No,Somewhat,31.86
10,6,7,chocolate,No,Somewhat,52.44
7,8,6,vanilla,No,No,19.6
9,6,8,strawberry,No,Somewhat,29.81
13,11,6,strawberry,Yes,Very,113.47
8,7,8,chocolate,No,Somewhat,26.15
7,8,11,lemon,No,Somewhat,15.24
9,5,12,chocolate,No,Somewhat,12.01
7,6,6,vanilla,No,Very,9.47
8,6,4,vanilla,No,Somewhat,16.85
7,6,6,vanilla,No,Somewhat,23.18
6,7,12,vanilla,No,No,6.42
6,7,5,strawberry,No,No,10.33
8,5,7,vanilla,No,No,18.71
8,7,9,vanilla,No,Somewhat,19.89
10,10,8,chocolate,No,Very,40.04
6,6,10,vanilla,No,Very,7.49
11,10,12,marzipan,No,No,21.24
5,12,10,vanilla,Yes,No,4.75
11,9,4,vanilla,Yes,Somewhat,34.79
11,7,8,vanilla,No,Somewhat,26.85
9,8,10,strawberry,No,No,19.5
6,8,6,chocolate,No,Somewhat,24.02
9,8,11,strawberry,No,Somewhat,20.88
11,6,6,vanilla,No,Somewhat,34.75
10,8,6,chocolate,No,No,44.77
13,10,6,strawberry,No,No,129.82
10,9,6,vanilla,No,No,62.72
11,9,11,chocolate,No,Somewhat,39.28
6,7,10,strawberry,No,Somewhat,13.99
6,6,7,lemon,No,No,9.11
11,8,8,chocolate,No,Somewhat,38.96
13,14,11,vanilla,Yes,No,46.31
13,8,5,chocolate,No,No,60.48
11,7,6,chocolate,No,Somewhat,37.89
13,8,8,chocolate,No,No,54.4
7,6,8,strawberry,No,No,10.24
8,9,7,chocolate,No,No,18.82
8,9,7,chocolate,No,Very,43.17
9,9,9,vanilla,Yes,Somewhat,19.84
12,8,10,chocolate,No,Somewhat,49.77
5,7,6,marzipan,No,Very,11.28
7,8,10,chocolate,Yes,No,7.45
11,10,8,strawberry,No,Somewhat,69.75
8,9,8,chocolate,No,No,20.34
7,10,10,chocolate,No,Somewhat,21.64
6,13,6,lemon,Yes,Somewhat,22.46
13,7,6,chocolate,No,Somewhat,78.34
14,8,8,chocolate,No,No,68.46
10,5,7,chocolate,No,No,28.8
6,8,9,chocolate,No,No,9.78
12,11,9,vanilla,Yes,No,12.63
13,8,8,strawberry,No,Somewhat,49.1
10,8,12,chocolate,No,Somewhat,20.7
11,9,12,chocolate,No,No,30.55
9,7,6,chocolate,No,Somewhat,47.21
11,4,10,vanilla,No,Somewhat,15.81
8,8,6,chocolate,No,Very,22.9
10,7,9,lemon,No,Somewhat,43.49
12,8,10,vanilla,No,Somewhat,48.55
6,9,7,lemon,No,Somewhat,13.82
7,11,9,chocolate,Yes,Somewhat,23.59
6,7,10,strawberry,No,Very,9.86
7,7,7,vanilla,No,Somewhat,11.88
6,6,5,strawberry,No,Somewhat,16.06
6,4,5,marzipan,No,Somewhat,8.79
7,6,6,vanilla,No,Somewhat,23.64
11,6,6,chocolate,No,Somewhat,43.86
6,4,10,marzipan,No,Somewhat,3.17
7,7,7,strawberry,No,No,14.05
11,5,8,chocolate,No,Very,23.58
9,6,6,chocolate,No,Very,41.16
8,6,5,vanilla,No,Somewhat,22.35
14,9,5,strawberry,No,No,122.45
7,12,7,vanilla,Yes,Somewhat,26.89
8,8,11,vanilla,No,No,13.69
9,9,11,vanilla,No,Somewhat,29.56
11,8,9,marzipan,No,Somewhat,45.18
7,6,6,strawberry,No,Somewhat,26.75
7,7,7,lemon,No,No,25.93
9,5,9,vanilla,No,No,11.28
10,5,7,vanilla,No,No,20.91
12,10,5,marzipan,Yes,No,34.17
7,5,8,strawberry,No,No,14.54
13,11,9,vanilla,Yes,Very,89.36
4,6,7,chocolate,No,Somewhat,6.54
7,8,6,strawberry,No,Somewhat,16.08
9,6,11,chocolate,No,No,14.49
11,5,7,lemon,No,Very,33.1
5,5,8,marzipan,No,Very,5.81
7,8,10,chocolate,No,Somewhat,16.3
9,6,7,chocolate,No,No,31.37
4,7,11,chocolate,No,No,3.08
4,10,6,chocolate,Yes,Very,12.48
12,6,10,chocolate,No,Very,39.64
8,9,12,chocolate,No,Somewhat,12.29
10,7,9,chocolate,No,Somewhat,29.23
10,12,7,chocolate,Yes,Somewhat,45.13
9,6,5,vanilla,No,No,14.08
11,4,4,chocolate,No,Somewhat,22.99
13,8,10,vanilla,No,No,53.46
9,7,9,vanilla,No,No,12.5
8,4,9,vanilla,No,Somewhat,12.85
5,5,6,vanilla,No,Somewhat,5.0
12,7,5,strawberry,No,No,69.44
